metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1776447679,1.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_duration,1776447679,106.279200,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_blocked,1776447679,3.716900,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_connecting,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_tls_handshaking,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_sending,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_waiting,1776447679,105.761800,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_receiving,1776447679,0.517400,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_failed,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_reqs,1776447679,1.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_duration,1776447679,111.670800,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_blocked,1776447679,5.325800,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_connecting,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_tls_handshaking,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_sending,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_waiting,1776447679,111.138800,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_receiving,1776447679,0.532000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_failed,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_reqs,1776447679,1.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_duration,1776447679,111.670800,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_blocked,1776447679,3.186600,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_connecting,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_tls_handshaking,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_sending,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_waiting,1776447679,111.670800,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_receiving,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_failed,1776447679,0.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_reqs,1776447679,1.000000,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
http_req_duration,1776447679,111.670800,,,,true,,POST,login,HTTP/1.1,login_pulse,,200,,,login,,
